Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,season,HomeTeamPoints,AwayTeamPoints,HomeTeamStrength,AwayTeamStrength,avgHG,avgHHG,avgHST,avgHR,avgHomeWinOdds,avgHomeDrawOdds,avgAG,avgHAG,avgAST,avgAR,avgAwayWinOdds,avgAwayDrawOdds
B1,2024-01-19,19:45,Gent,Mechelen,1.0,2.0,A,0.0,1.0,A,23.0,9.0,7.0,2.0,4.0,15.0,8.0,4.0,2.0,4.0,0.0,0.0,1.53,4.26,5.71,S2023/2024,0,3,4.0,6.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,1.2,0.45,4.3,0.05,3.9755000000000003,3.8340000000000005
B1,2023-12-27,19:45,Anderlecht,Cercle Brugge,2.0,0.0,H,1.0,0.0,H,7.0,19.0,4.0,7.0,9.0,13.0,2.0,12.0,1.0,1.0,0.0,0.0,1.88,3.77,3.77,S2023/2024,3,0,1.0,4.0,1.9,0.8,5.2,0.05,2.0435,3.9785000000000004,1.15,0.45,4.05,0.15,3.1079999999999997,3.8085
B1,2023-12-27,19:45,Charleroi,Mechelen,3.0,1.0,H,2.0,0.0,H,16.0,11.0,6.0,5.0,10.0,9.0,5.0,7.0,2.0,1.0,0.0,0.0,2.11,3.4,3.41,S2023/2024,3,0,10.0,6.0,1.3333333333333333,0.4444444444444444,4.555555555555555,0.1111111111111111,2.727222222222222,3.7122222222222216,1.2,0.45,4.3,0.05,3.9755000000000003,3.8340000000000005
B1,2023-12-27,17:30,Standard,St Truiden,1.0,1.0,D,0.0,0.0,D,11.0,18.0,2.0,8.0,14.0,14.0,4.0,4.0,1.0,3.0,0.0,0.0,2.34,3.32,3.01,S2023/2024,1,1,12.0,9.0,1.0526315789473684,0.42105263157894735,4.421052631578948,0.05263157894736842,2.622105263157895,3.6863157894736847,1.15,0.6,3.9,0.05,4.064,3.8229999999999995
B1,2023-12-26,19:45,Club Brugge,St. Gilloise,1.0,1.0,D,0.0,1.0,A,9.0,7.0,2.0,3.0,15.0,14.0,6.0,0.0,1.0,5.0,0.0,1.0,2.29,3.42,3.01,S2023/2024,1,1,3.0,1.0,2.35,0.85,6.2,0.05,1.605,4.715,1.85,0.85,5.8,0.15,2.119,3.8674999999999997
B1,2023-12-26,17:30,Westerlo,RWD Molenbeek,3.0,0.0,H,1.0,0.0,H,13.0,11.0,3.0,4.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,1.87,3.63,3.96,S2023/2024,3,0,13.0,15.0,1.35,0.8,4.15,0.15,2.9795000000000003,3.717,1.1111111111111112,0.5555555555555556,3.7222222222222223,0.2777777777777778,5.769444444444444,4.42
B1,2023-12-26,15:00,Kortrijk,Gent,0.0,2.0,A,0.0,1.0,A,7.0,20.0,3.0,9.0,9.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,8.13,5.2,1.34,S2023/2024,0,3,14.0,2.0,0.9444444444444444,0.4444444444444444,3.7222222222222223,0.1111111111111111,4.072222222222222,3.9227777777777777,1.619047619047619,0.8095238095238095,5.380952380952381,0.19047619047619047,2.393809523809524,3.8423809523809522
B1,2023-12-26,15:00,Oud-Heverlee Leuven,Eupen,3.0,0.0,H,2.0,0.0,H,18.0,14.0,7.0,6.0,6.0,15.0,7.0,3.0,2.0,2.0,0.0,0.0,1.83,3.91,3.88,S2023/2024,3,0,11.0,16.0,1.4,0.55,4.25,0.15,3.1355,3.8244999999999996,0.5555555555555556,0.2222222222222222,3.3333333333333335,0.1111111111111111,6.388333333333334,4.631111111111111
B1,2023-12-26,12:30,Genk,Antwerp,3.0,0.0,H,1.0,0.0,H,16.0,3.0,8.0,1.0,8.0,9.0,3.0,3.0,1.0,3.0,0.0,0.0,2.11,3.65,3.2,S2023/2024,3,0,7.0,8.0,1.5714285714285714,0.6666666666666666,5.619047619047619,0.09523809523809523,1.927142857142857,4.219047619047619,1.15,0.55,4.05,0.1,2.5785,3.793
B1,2023-12-23,19:45,Anderlecht,Genk,2.0,1.0,H,0.0,0.0,D,9.0,20.0,3.0,7.0,7.0,15.0,1.0,8.0,1.0,2.0,0.0,0.0,2.26,3.53,2.97,S2023/2024,3,0,1.0,7.0,1.9,0.8,5.2,0.05,2.0435,3.9785000000000004,1.3,0.55,4.9,0.2,2.67,3.8175
B1,2023-12-23,17:15,Antwerp,Westerlo,2.0,2.0,D,1.0,0.0,H,15.0,12.0,6.0,6.0,5.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,1.35,5.13,7.9,S2023/2024,1,1,6.0,10.0,1.95,0.9,5.35,0.0,2.119,4.1579999999999995,1.4210526315789473,0.5789473684210527,4.473684210526316,0.10526315789473684,4.957368421052632,4.186842105263158
B1,2023-12-23,17:15,St Truiden,Charleroi,1.0,0.0,H,0.0,0.0,D,16.0,4.0,7.0,0.0,4.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,2.22,3.33,3.21,S2023/2024,3,0,5.0,10.0,1.3,0.5,5.25,0.0,2.7785,3.633,0.7222222222222222,0.4444444444444444,3.6666666666666665,0.1111111111111111,3.6300000000000003,3.7094444444444443
B1,2023-12-23,15:00,Eupen,St. Gilloise,1.0,2.0,A,0.0,2.0,A,1.0,20.0,1.0,8.0,15.0,8.0,3.0,14.0,5.0,1.0,0.0,0.0,11.01,6.13,1.24,S2023/2024,0,3,14.0,1.0,1.0555555555555556,0.3888888888888889,3.111111111111111,0.05555555555555555,4.3116666666666665,3.941666666666667,1.85,0.85,5.8,0.15,2.119,3.8674999999999997
B1,2023-12-22,19:45,RWD Molenbeek,Club Brugge,1.0,6.0,A,0.0,3.0,A,10.0,15.0,3.0,10.0,9.0,8.0,2.0,8.0,1.0,2.0,0.0,0.0,8.03,4.94,1.36,S2023/2024,0,3,14.0,3.0,1.0555555555555556,0.5,4.388888888888889,0.05555555555555555,3.515,3.751666666666667,1.8,0.8,5.1,0.15,1.9965,3.902
B1,2023-12-21,19:45,Gent,Oud-Heverlee Leuven,4.0,0.0,H,1.0,0.0,H,21.0,9.0,6.0,2.0,6.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.3,5.79,8.52,S2023/2024,3,0,4.0,10.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,0.9,0.6,3.9,0.05,4.7095,4.224
B1,2023-12-20,19:45,Mechelen,Standard,3.0,0.0,H,1.0,0.0,H,28.0,14.0,8.0,3.0,8.0,8.0,5.0,3.0,2.0,0.0,0.0,1.0,2.46,3.32,2.82,S2023/2024,3,0,7.0,13.0,1.75,0.55,5.7,0.0,2.686,3.7090000000000005,1.25,0.55,3.95,0.15,3.937,3.808
B1,2023-12-20,17:30,Cercle Brugge,Kortrijk,3.0,0.0,H,1.0,0.0,H,24.0,6.0,13.0,1.0,8.0,14.0,7.0,5.0,2.0,3.0,0.0,0.0,1.34,5.16,8.29,S2023/2024,3,0,9.0,13.0,1.7,0.85,5.1,0.05,2.283,3.9185000000000003,0.6666666666666666,0.2222222222222222,2.7777777777777777,0.0,7.011666666666667,4.844444444444445
B1,2023-12-17,18:15,Genk,Kortrijk,4.0,0.0,H,1.0,0.0,H,27.0,5.0,9.0,1.0,7.0,12.0,7.0,2.0,0.0,2.0,0.0,0.0,1.23,6.49,11.0,S2023/2024,3,0,7.0,13.0,1.5714285714285714,0.6666666666666666,5.619047619047619,0.09523809523809523,1.927142857142857,4.219047619047619,0.6666666666666666,0.2222222222222222,2.7777777777777777,0.0,7.011666666666667,4.844444444444445
B1,2023-12-17,17:30,Antwerp,Anderlecht,1.0,1.0,D,0.0,1.0,A,19.0,10.0,5.0,4.0,9.0,13.0,7.0,2.0,2.0,4.0,0.0,0.0,1.96,3.57,3.71,S2023/2024,1,1,6.0,4.0,1.95,0.9,5.35,0.0,2.119,4.1579999999999995,1.6,0.85,5.0,0.1,2.6814999999999998,3.7024999999999997
B1,2023-12-17,15:00,St. Gilloise,Mechelen,1.0,0.0,H,0.0,0.0,D,24.0,15.0,8.0,8.0,14.0,10.0,8.0,5.0,2.0,1.0,0.0,0.0,1.33,5.16,8.55,S2023/2024,3,0,2.0,6.0,2.15,1.2,6.75,0.0,1.6515,4.58,1.2,0.45,4.3,0.05,3.9755000000000003,3.8340000000000005
B1,2023-12-17,12:30,Club Brugge,Gent,2.0,0.0,H,2.0,0.0,H,13.0,8.0,4.0,2.0,10.0,11.0,4.0,5.0,0.0,0.0,0.0,1.0,1.67,4.04,4.66,S2023/2024,3,0,3.0,2.0,2.35,0.85,6.2,0.05,1.605,4.715,1.619047619047619,0.8095238095238095,5.380952380952381,0.19047619047619047,2.393809523809524,3.8423809523809522
B1,2023-12-16,19:45,Standard,Charleroi,0.0,0.0,D,0.0,0.0,D,6.0,7.0,1.0,2.0,11.0,21.0,4.0,2.0,1.0,1.0,0.0,0.0,2.13,3.46,3.33,S2023/2024,1,1,12.0,10.0,1.0526315789473684,0.42105263157894735,4.421052631578948,0.05263157894736842,2.622105263157895,3.6863157894736847,0.7222222222222222,0.4444444444444444,3.6666666666666665,0.1111111111111111,3.6300000000000003,3.7094444444444443
B1,2023-12-16,17:15,RWD Molenbeek,St Truiden,3.0,0.0,H,1.0,0.0,H,7.0,12.0,6.0,1.0,14.0,8.0,4.0,4.0,3.0,2.0,0.0,0.0,3.33,3.38,2.16,S2023/2024,3,0,14.0,9.0,1.0555555555555556,0.5,4.388888888888889,0.05555555555555555,3.515,3.751666666666667,1.15,0.6,3.9,0.05,4.064,3.8229999999999995
B1,2023-12-16,15:00,Oud-Heverlee Leuven,Cercle Brugge,1.0,2.0,A,1.0,0.0,H,9.0,12.0,3.0,5.0,12.0,14.0,4.0,6.0,4.0,3.0,0.0,0.0,3.97,4.02,1.79,S2023/2024,0,3,11.0,4.0,1.4,0.55,4.25,0.15,3.1355,3.8244999999999996,1.15,0.45,4.05,0.15,3.1079999999999997,3.8085
B1,2023-12-15,19:45,Westerlo,Eupen,2.0,0.0,H,0.0,0.0,D,20.0,15.0,4.0,7.0,15.0,8.0,4.0,4.0,3.0,1.0,0.0,0.0,1.77,3.83,4.28,S2023/2024,3,0,13.0,16.0,1.35,0.8,4.15,0.15,2.9795000000000003,3.717,0.5555555555555556,0.2222222222222222,3.3333333333333335,0.1111111111111111,6.388333333333334,4.631111111111111
B1,2023-12-10,18:15,Charleroi,St. Gilloise,1.0,3.0,A,0.0,1.0,A,9.0,17.0,3.0,9.0,7.0,12.0,6.0,7.0,3.0,2.0,0.0,0.0,5.08,4.01,1.63,S2023/2024,0,3,10.0,1.0,1.3333333333333333,0.4444444444444444,4.555555555555555,0.1111111111111111,2.727222222222222,3.7122222222222216,1.85,0.85,5.8,0.15,2.119,3.8674999999999997
B1,2023-12-10,17:30,Anderlecht,Standard,2.0,2.0,D,1.0,1.0,D,12.0,13.0,4.0,4.0,8.0,14.0,1.0,1.0,2.0,3.0,0.0,0.0,1.56,4.23,5.43,S2023/2024,1,1,1.0,13.0,1.9,0.8,5.2,0.05,2.0435,3.9785000000000004,1.25,0.55,3.95,0.15,3.937,3.808
B1,2023-12-10,15:00,Eupen,Genk,1.0,3.0,A,0.0,1.0,A,11.0,18.0,4.0,10.0,12.0,8.0,8.0,8.0,0.0,2.0,0.0,0.0,7.16,5.26,1.37,S2023/2024,0,3,14.0,7.0,1.0555555555555556,0.3888888888888889,3.111111111111111,0.05555555555555555,4.3116666666666665,3.941666666666667,1.3,0.55,4.9,0.2,2.67,3.8175
B1,2023-12-10,12:30,Mechelen,Club Brugge,0.0,0.0,D,0.0,0.0,D,9.0,13.0,4.0,2.0,11.0,9.0,2.0,9.0,3.0,5.0,0.0,0.0,4.88,4.13,1.63,S2023/2024,1,1,7.0,3.0,1.75,0.55,5.7,0.0,2.686,3.7090000000000005,1.8,0.8,5.1,0.15,1.9965,3.902
B1,2023-12-09,19:45,Gent,RWD Molenbeek,4.0,0.0,H,2.0,0.0,H,22.0,3.0,10.0,1.0,11.0,14.0,9.0,1.0,0.0,5.0,0.0,0.0,1.33,5.55,7.76,S2023/2024,3,0,4.0,15.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,1.1111111111111112,0.5555555555555556,3.7222222222222223,0.2777777777777778,5.769444444444444,4.42
B1,2023-12-09,17:15,St Truiden,Oud-Heverlee Leuven,1.0,1.0,D,1.0,1.0,D,26.0,4.0,13.0,3.0,5.0,10.0,15.0,2.0,0.0,2.0,0.0,1.0,1.84,3.85,3.91,S2023/2024,1,1,5.0,10.0,1.3,0.5,5.25,0.0,2.7785,3.633,0.9,0.6,3.9,0.05,4.7095,4.224
B1,2023-12-09,15:00,Cercle Brugge,Antwerp,1.0,3.0,A,0.0,1.0,A,15.0,14.0,2.0,8.0,13.0,6.0,6.0,2.0,4.0,1.0,0.0,0.0,2.7,3.42,2.51,S2023/2024,0,3,9.0,8.0,1.7,0.85,5.1,0.05,2.283,3.9185000000000003,1.15,0.55,4.05,0.1,2.5785,3.793
B1,2023-12-08,19:45,Kortrijk,Westerlo,1.0,2.0,A,0.0,1.0,A,16.0,8.0,6.0,3.0,8.0,13.0,5.0,1.0,1.0,3.0,0.0,0.0,2.76,3.35,2.51,S2023/2024,0,3,14.0,10.0,0.9444444444444444,0.4444444444444444,3.7222222222222223,0.1111111111111111,4.072222222222222,3.9227777777777777,1.4210526315789473,0.5789473684210527,4.473684210526316,0.10526315789473684,4.957368421052632,4.186842105263158
B1,2023-12-03,18:15,St. Gilloise,Cercle Brugge,2.0,1.0,H,2.0,1.0,H,12.0,13.0,6.0,6.0,13.0,15.0,5.0,4.0,1.0,3.0,0.0,0.0,1.64,4.05,4.86,S2023/2024,3,0,2.0,4.0,2.15,1.2,6.75,0.0,1.6515,4.58,1.15,0.45,4.05,0.15,3.1079999999999997,3.8085
B1,2023-12-03,17:30,Club Brugge,Standard,2.0,0.0,H,1.0,0.0,H,13.0,7.0,5.0,2.0,13.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,1.44,4.84,6.21,S2023/2024,3,0,3.0,13.0,2.35,0.85,6.2,0.05,1.605,4.715,1.25,0.55,3.95,0.15,3.937,3.808
B1,2023-12-03,15:00,Mechelen,St Truiden,0.0,2.0,A,0.0,2.0,A,6.0,13.0,5.0,5.0,10.0,8.0,1.0,5.0,1.0,2.0,0.0,0.0,2.16,3.43,3.3,S2023/2024,0,3,7.0,9.0,1.75,0.55,5.7,0.0,2.686,3.7090000000000005,1.15,0.6,3.9,0.05,4.064,3.8229999999999995
B1,2023-12-03,12:30,Genk,Gent,2.0,2.0,D,1.0,1.0,D,13.0,17.0,6.0,6.0,15.0,12.0,1.0,9.0,2.0,2.0,0.0,0.0,2.14,3.7,3.09,S2023/2024,1,1,7.0,2.0,1.5714285714285714,0.6666666666666666,5.619047619047619,0.09523809523809523,1.927142857142857,4.219047619047619,1.619047619047619,0.8095238095238095,5.380952380952381,0.19047619047619047,2.393809523809524,3.8423809523809522
B1,2023-12-02,19:45,Antwerp,Oud-Heverlee Leuven,1.0,0.0,H,1.0,0.0,H,18.0,10.0,5.0,4.0,6.0,9.0,7.0,6.0,0.0,3.0,0.0,0.0,1.35,5.35,7.69,S2023/2024,3,0,6.0,10.0,1.95,0.9,5.35,0.0,2.119,4.1579999999999995,0.9,0.6,3.9,0.05,4.7095,4.224
B1,2023-12-02,17:15,Eupen,Kortrijk,1.0,1.0,D,0.0,0.0,D,14.0,14.0,3.0,3.0,14.0,10.0,7.0,11.0,1.0,1.0,0.0,0.0,2.24,3.56,3.02,S2023/2024,1,1,14.0,13.0,1.0555555555555556,0.3888888888888889,3.111111111111111,0.05555555555555555,4.3116666666666665,3.941666666666667,0.6666666666666666,0.2222222222222222,2.7777777777777777,0.0,7.011666666666667,4.844444444444445
B1,2023-12-02,15:00,RWD Molenbeek,Charleroi,0.0,0.0,D,0.0,0.0,D,10.0,18.0,4.0,8.0,4.0,8.0,3.0,10.0,0.0,2.0,0.0,0.0,2.79,3.41,2.46,S2023/2024,1,1,14.0,10.0,1.0555555555555556,0.5,4.388888888888889,0.05555555555555555,3.515,3.751666666666667,0.7222222222222222,0.4444444444444444,3.6666666666666665,0.1111111111111111,3.6300000000000003,3.7094444444444443
B1,2023-12-01,19:45,Westerlo,Anderlecht,1.0,3.0,A,0.0,1.0,A,23.0,26.0,7.0,10.0,3.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,4.69,3.9,1.7,S2023/2024,0,3,13.0,4.0,1.35,0.8,4.15,0.15,2.9795000000000003,3.717,1.6,0.85,5.0,0.1,2.6814999999999998,3.7024999999999997
B1,2023-11-26,18:15,Kortrijk,Mechelen,0.0,3.0,A,0.0,2.0,A,15.0,10.0,3.0,5.0,12.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0,2.92,3.41,2.34,S2023/2024,0,3,14.0,6.0,0.9444444444444444,0.4444444444444444,3.7222222222222223,0.1111111111111111,4.072222222222222,3.9227777777777777,1.2,0.45,4.3,0.05,3.9755000000000003,3.8340000000000005
B1,2023-11-26,17:30,Anderlecht,RWD Molenbeek,2.0,1.0,H,0.0,1.0,A,25.0,7.0,8.0,2.0,6.0,12.0,10.0,1.0,1.0,4.0,0.0,1.0,1.38,4.89,7.37,S2023/2024,3,0,1.0,15.0,1.9,0.8,5.2,0.05,2.0435,3.9785000000000004,1.1111111111111112,0.5555555555555556,3.7222222222222223,0.2777777777777778,5.769444444444444,4.42
B1,2023-11-26,15:00,Oud-Heverlee Leuven,Club Brugge,0.0,1.0,A,0.0,1.0,A,10.0,14.0,3.0,6.0,19.0,13.0,7.0,6.0,4.0,2.0,0.0,0.0,4.4,4.14,1.68,S2023/2024,0,3,11.0,3.0,1.4,0.55,4.25,0.15,3.1355,3.8244999999999996,1.8,0.8,5.1,0.15,1.9965,3.902
B1,2023-11-26,12:30,Gent,St. Gilloise,1.0,1.0,D,1.0,0.0,H,11.0,12.0,3.0,4.0,8.0,14.0,5.0,8.0,2.0,3.0,0.0,0.0,2.54,3.53,2.59,S2023/2024,1,1,4.0,1.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,1.85,0.85,5.8,0.15,2.119,3.8674999999999997
B1,2023-11-25,19:45,Standard,Genk,1.0,0.0,H,0.0,0.0,D,13.0,11.0,4.0,2.0,20.0,12.0,5.0,5.0,2.0,2.0,0.0,0.0,3.58,3.78,1.93,S2023/2024,3,0,12.0,7.0,1.0526315789473684,0.42105263157894735,4.421052631578948,0.05263157894736842,2.622105263157895,3.6863157894736847,1.3,0.55,4.9,0.2,2.67,3.8175
B1,2023-11-25,17:15,Charleroi,Westerlo,3.0,2.0,H,0.0,1.0,A,14.0,11.0,4.0,4.0,15.0,11.0,5.0,4.0,3.0,2.0,0.0,0.0,1.84,3.75,3.99,S2023/2024,3,0,10.0,10.0,1.3333333333333333,0.4444444444444444,4.555555555555555,0.1111111111111111,2.727222222222222,3.7122222222222216,1.4210526315789473,0.5789473684210527,4.473684210526316,0.10526315789473684,4.957368421052632,4.186842105263158
B1,2023-11-25,15:00,Cercle Brugge,Eupen,2.0,0.0,H,0.0,0.0,D,30.0,6.0,10.0,4.0,12.0,13.0,5.0,3.0,4.0,3.0,0.0,0.0,1.38,5.02,7.3,S2023/2024,3,0,9.0,16.0,1.7,0.85,5.1,0.05,2.283,3.9185000000000003,0.5555555555555556,0.2222222222222222,3.3333333333333335,0.1111111111111111,6.388333333333334,4.631111111111111
B1,2023-11-24,19:45,St Truiden,Antwerp,1.0,1.0,D,1.0,0.0,H,11.0,12.0,5.0,1.0,8.0,11.0,4.0,7.0,2.0,2.0,0.0,0.0,3.95,3.55,1.9,S2023/2024,1,1,5.0,8.0,1.3,0.5,5.25,0.0,2.7785,3.633,1.15,0.55,4.05,0.1,2.5785,3.793
B1,2023-11-12,18:15,St. Gilloise,Kortrijk,3.0,0.0,H,2.0,0.0,H,18.0,11.0,8.0,1.0,10.0,9.0,6.0,6.0,2.0,1.0,0.0,0.0,1.2,6.84,12.42,S2023/2024,3,0,2.0,13.0,2.15,1.2,6.75,0.0,1.6515,4.58,0.6666666666666666,0.2222222222222222,2.7777777777777777,0.0,7.011666666666667,4.844444444444445
B1,2023-11-12,17:30,Gent,Anderlecht,1.0,1.0,D,1.0,1.0,D,10.0,7.0,5.0,2.0,12.0,10.0,8.0,3.0,1.0,2.0,0.0,0.0,2.15,3.6,3.14,S2023/2024,1,1,4.0,4.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,1.6,0.85,5.0,0.1,2.6814999999999998,3.7024999999999997
B1,2023-11-12,15:00,Genk,Oud-Heverlee Leuven,3.0,1.0,H,1.0,0.0,H,18.0,6.0,6.0,3.0,14.0,19.0,3.0,2.0,2.0,4.0,0.0,0.0,1.39,5.25,6.52,S2023/2024,3,0,7.0,10.0,1.5714285714285714,0.6666666666666666,5.619047619047619,0.09523809523809523,1.927142857142857,4.219047619047619,0.9,0.6,3.9,0.05,4.7095,4.224
B1,2023-11-12,12:30,Club Brugge,Cercle Brugge,0.0,0.0,D,0.0,0.0,D,14.0,20.0,7.0,3.0,11.0,12.0,10.0,3.0,2.0,5.0,0.0,0.0,1.72,3.98,4.35,S2023/2024,1,1,3.0,4.0,2.35,0.85,6.2,0.05,1.605,4.715,1.15,0.45,4.05,0.15,3.1079999999999997,3.8085
B1,2023-11-11,19:45,Mechelen,Charleroi,1.0,0.0,H,0.0,0.0,D,19.0,6.0,7.0,3.0,11.0,10.0,8.0,2.0,2.0,1.0,0.0,1.0,2.61,3.5,2.56,S2023/2024,3,0,7.0,10.0,1.75,0.55,5.7,0.0,2.686,3.7090000000000005,0.7222222222222222,0.4444444444444444,3.6666666666666665,0.1111111111111111,3.6300000000000003,3.7094444444444443
B1,2023-11-11,17:15,Eupen,RWD Molenbeek,1.0,3.0,A,1.0,1.0,D,11.0,20.0,4.0,10.0,12.0,14.0,8.0,5.0,1.0,4.0,0.0,0.0,2.58,3.5,2.59,S2023/2024,0,3,14.0,15.0,1.0555555555555556,0.3888888888888889,3.111111111111111,0.05555555555555555,4.3116666666666665,3.941666666666667,1.1111111111111112,0.5555555555555556,3.7222222222222223,0.2777777777777778,5.769444444444444,4.42
B1,2023-11-11,15:00,Antwerp,Standard,6.0,0.0,H,4.0,0.0,H,15.0,2.0,9.0,0.0,13.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,1.63,4.06,4.99,S2023/2024,3,0,6.0,13.0,1.95,0.9,5.35,0.0,2.119,4.1579999999999995,1.25,0.55,3.95,0.15,3.937,3.808
B1,2023-11-10,19:45,Westerlo,St Truiden,3.0,3.0,D,2.0,1.0,H,17.0,10.0,4.0,7.0,11.0,13.0,9.0,3.0,3.0,2.0,0.0,0.0,2.59,3.47,2.57,S2023/2024,1,1,13.0,9.0,1.35,0.8,4.15,0.15,2.9795000000000003,3.717,1.15,0.6,3.9,0.05,4.064,3.8229999999999995
B1,2023-11-05,18:15,Charleroi,Gent,1.0,3.0,A,0.0,1.0,A,11.0,17.0,3.0,9.0,5.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,3.28,3.68,2.07,S2023/2024,0,3,10.0,2.0,1.3333333333333333,0.4444444444444444,4.555555555555555,0.1111111111111111,2.727222222222222,3.7122222222222216,1.619047619047619,0.8095238095238095,5.380952380952381,0.19047619047619047,2.393809523809524,3.8423809523809522
B1,2023-11-05,17:30,St. Gilloise,Club Brugge,2.0,1.0,H,1.0,0.0,H,19.0,5.0,6.0,2.0,11.0,6.0,9.0,4.0,3.0,4.0,0.0,0.0,2.26,3.62,2.92,S2023/2024,3,0,2.0,3.0,2.15,1.2,6.75,0.0,1.6515,4.58,1.8,0.8,5.1,0.15,1.9965,3.902
B1,2023-11-05,15:00,Standard,Mechelen,1.0,1.0,D,1.0,0.0,H,10.0,11.0,4.0,4.0,10.0,19.0,10.0,1.0,1.0,4.0,0.0,0.0,1.71,4.0,4.46,S2023/2024,1,1,12.0,6.0,1.0526315789473684,0.42105263157894735,4.421052631578948,0.05263157894736842,2.622105263157895,3.6863157894736847,1.2,0.45,4.3,0.05,3.9755000000000003,3.8340000000000005
B1,2023-11-05,12:30,Cercle Brugge,Anderlecht,0.0,3.0,A,0.0,2.0,A,16.0,7.0,2.0,5.0,14.0,13.0,7.0,1.0,2.0,3.0,0.0,0.0,2.39,3.55,2.76,S2023/2024,0,3,9.0,4.0,1.7,0.85,5.1,0.05,2.283,3.9185000000000003,1.6,0.85,5.0,0.1,2.6814999999999998,3.7024999999999997
B1,2023-11-04,19:45,Antwerp,Genk,3.0,2.0,H,3.0,1.0,H,14.0,17.0,5.0,8.0,13.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0,2.16,3.68,3.07,S2023/2024,3,0,6.0,7.0,1.95,0.9,5.35,0.0,2.119,4.1579999999999995,1.3,0.55,4.9,0.2,2.67,3.8175
B1,2023-11-04,17:15,Oud-Heverlee Leuven,Westerlo,0.0,2.0,A,0.0,0.0,D,10.0,10.0,2.0,6.0,11.0,13.0,7.0,7.0,3.0,7.0,0.0,0.0,2.08,3.77,3.18,S2023/2024,0,3,11.0,10.0,1.4,0.55,4.25,0.15,3.1355,3.8244999999999996,1.4210526315789473,0.5789473684210527,4.473684210526316,0.10526315789473684,4.957368421052632,4.186842105263158
B1,2023-11-04,15:00,RWD Molenbeek,Kortrijk,1.0,1.0,D,1.0,1.0,D,9.0,5.0,5.0,2.0,14.0,7.0,4.0,2.0,3.0,1.0,0.0,0.0,1.91,3.8,3.65,S2023/2024,1,1,14.0,13.0,1.0555555555555556,0.5,4.388888888888889,0.05555555555555555,3.515,3.751666666666667,0.6666666666666666,0.2222222222222222,2.7777777777777777,0.0,7.011666666666667,4.844444444444445
B1,2023-11-03,19:45,St Truiden,Eupen,1.0,1.0,D,1.0,0.0,H,16.0,5.0,4.0,1.0,10.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0,1.64,4.06,4.87,S2023/2024,1,1,5.0,16.0,1.3,0.5,5.25,0.0,2.7785,3.633,0.5555555555555556,0.2222222222222222,3.3333333333333335,0.1111111111111111,6.388333333333334,4.631111111111111
B1,2023-10-29,18:15,Kortrijk,Genk,0.0,3.0,A,0.0,0.0,D,12.0,15.0,3.0,9.0,10.0,16.0,8.0,5.0,3.0,2.0,0.0,0.0,5.78,4.59,1.49,S2023/2024,0,3,14.0,7.0,0.9444444444444444,0.4444444444444444,3.7222222222222223,0.1111111111111111,4.072222222222222,3.9227777777777777,1.3,0.55,4.9,0.2,2.67,3.8175
B1,2023-10-29,17:30,Gent,Standard,3.0,1.0,H,3.0,0.0,H,18.0,12.0,9.0,7.0,16.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0,1.62,4.27,4.8,S2023/2024,3,0,4.0,13.0,2.35,1.05,6.1,0.1,1.6905000000000001,4.4755,1.25,0.55,3.95,0.15,3.937,3.808
B1,2023-10-29,15:00,Westerlo,St. Gilloise,1.0,3.0,A,1.0,1.0,D,12.0,22.0,4.0,7.0,11.0,10.0,5.0,8.0,1.0,1.0,0.0,0.0,4.73,4.15,1.64,S2023/2024,0,3,13.0,1.0,1.35,0.8,4.15,0.15,2.9795000000000003,3.717,1.85,0.85,5.8,0.15,2.119,3.8674999999999997
B1,2023-10-29,12:30,Club Brugge,Antwerp,2.0,1.0,H,1.0,0.0,H,11.0,8.0,5.0,2.0,11.0,9.0,3.0,3.0,4.0,1.0,0.0,0.0,1.97,3.68,3.57,S2023/2024,3,0,3.0,8.0,2.35,0.85,6.2,0.05,1.605,4.715,1.15,0.55,4.05,0.1,2.5785,3.793
